"plan_type","HCCI_category","HCCI_subcategory","Year","spending_per_member","OOP_spending_per_member","adjusted_price","adjusted_utilization_per_1000","annual_pct_change_spending_per_member","annual_pct_change_adjusted_price","annual_pct_change_adjusted_utilization_per_1000"
"Non-CDHP","Inpatient","Mental Health",2014,"24.072","2.47","8,450.11","2.849",0,0,0
"Non-CDHP","Inpatient","Mental Health",2015,"25.147","2.513","8,858.27","2.839",0.045,0.048,-0.004
"Non-CDHP","Inpatient","Mental Health",2016,"26.322","2.678","9,342.39","2.817",0.047,0.055,-0.008
"Non-CDHP","Inpatient","Mental Health",2017,"28.145","2.957","9,437.85","2.982",0.069,0.01,0.058
"Non-CDHP","Inpatient","Other",2014,"9.003","0.223","28,705.09","0.314",0,0,0
"Non-CDHP","Inpatient","Other",2015,"11.591","0.297","30,891.29","0.375",0.287,0.076,0.196
"Non-CDHP","Inpatient","Other",2016,"12.514","0.32","31,936.80","0.392",0.08,0.034,0.044
"Non-CDHP","Inpatient","Other",2017,"13.008","0.316","34,500.43","0.377",0.04,0.08,-0.038
"Non-CDHP","Inpatient","SNF",2014,"7.223","0.285","6,410.17","1.127",0,0,0
"Non-CDHP","Inpatient","SNF",2015,"6.747","0.292","6,416.93","1.051",-0.066,0.001,-0.067
"Non-CDHP","Inpatient","SNF",2016,"6.499","0.269","6,388.28","1.017",-0.037,-0.004,-0.032
"Non-CDHP","Inpatient","SNF",2017,"6.12","0.266","6,380.09","0.959",-0.058,-0.001,-0.057
"Non-CDHP","Inpatient","Substance Use",2014,"13.276","1.765","8,538.93","1.555",0,0,0
"Non-CDHP","Inpatient","Substance Use",2015,"14.871","2.077","8,946.08","1.662",0.12,0.048,0.069
"Non-CDHP","Inpatient","Substance Use",2016,"17.387","2.465","9,876.87","1.76",0.169,0.104,0.059
"Non-CDHP","Inpatient","Substance Use",2017,"20.184","2.715","10,952.33","1.843",0.161,0.109,0.047
"Non-CDHP","Inpatient","Surgical",2014,"519.047","12.315","37,812.12","13.727",0,0,0
"Non-CDHP","Inpatient","Surgical",2015,"527.241","11.985","39,486.00","13.353",0.016,0.044,-0.027
"Non-CDHP","Inpatient","Surgical",2016,"558.652","12.468","40,991.32","13.629",0.06,0.038,0.021
"Non-CDHP","Inpatient","Surgical",2017,"570.771","12.278","42,831.18","13.326",0.022,0.045,-0.022
"Non-CDHP","Outpatient","All Outpatient",2014,"1,404.08","188.578","498.397","2,817.19",0,0,0
"Non-CDHP","Outpatient","All Outpatient",2015,"1,455.92","197.132","515.577","2,823.87",0.037,0.034,0.003
"Non-CDHP","Outpatient","All Outpatient",2016,"1,543.25","214.325","534.554","2,886.99",0.06,0.036,0.023
"Non-CDHP","Outpatient","All Outpatient",2017,"1,615.69","224.498","564.283","2,863.27",0.047,0.056,-0.008
"Non-CDHP","Outpatient","All Outpatient Procedures",2014,"526.328","76.357","211.061","2,493.72",0,0,0
"Non-CDHP","Outpatient","All Outpatient Procedures",2015,"540.585","79.267","214.569","2,519.39",0.027,0.017,0.01
"Non-CDHP","Outpatient","All Outpatient Procedures",2016,"572.7","85.867","218.874","2,616.58",0.059,0.02,0.039
"Non-CDHP","Outpatient","All Outpatient Procedures",2017,"592.538","89.203","228.98","2,587.73",0.035,0.046,-0.011
"Non-CDHP","Outpatient","Ambulance",2014,"33.545","3.938","665.562","50.401",0,0,0
"Non-CDHP","Outpatient","Ambulance",2015,"34.783","4.14","697.211","49.888",0.037,0.048,-0.01
"Non-CDHP","Outpatient","Ambulance",2016,"36.701","4.492","715.64","51.284",0.055,0.026,0.028
"Non-CDHP","Outpatient","Ambulance",2017,"38.249","4.624","744.119","51.402",0.042,0.04,0.002
"Non-CDHP","Outpatient","DME",2014,"49.633","11.807","135.898","365.225",0,0,0
"Non-CDHP","Outpatient","DME",2015,"50.935","12.27","137.038","371.684",0.026,0.008,0.018
"Non-CDHP","Outpatient","DME",2016,"53.047","12.954","135.723","390.849",0.041,-0.01,0.052
"Non-CDHP","Outpatient","DME",2017,"53.784","13.208","136.085","395.225",0.014,0.003,0.011
"Non-CDHP","Outpatient","Lab",2014,"69.423","12.545","64.88","1,070.02",0,0,0
"Non-CDHP","Outpatient","Lab",2015,"68.691","12.6","62.918","1,091.76",-0.011,-0.03,0.02
"Non-CDHP","Outpatient","Lab",2016,"78.036","14.329","65.482","1,191.72",0.136,0.041,0.092
"Non-CDHP","Outpatient","Lab",2017,"79.335","15.313","64.903","1,222.37",0.017,-0.009,0.026
"Non-CDHP","Outpatient","Other Outpatient",2014,"181.13","19.331","286.531","632.146",0,0,0
"Non-CDHP","Outpatient","Other Outpatient",2015,"191.808","20.592","296.371","647.188",0.059,0.034,0.024
"Non-CDHP","Outpatient","Other Outpatient",2016,"203.715","22.083","302.032","674.481",0.062,0.019,0.042
"Non-CDHP","Outpatient","Other Outpatient",2017,"212.255","23.015","309.247","686.359",0.042,0.024,0.018
"Non-CDHP","Outpatient","Radiology",2014,"192.597","28.736","512.323","375.929",0,0,0
"Non-CDHP","Outpatient","Radiology",2015,"194.368","29.664","523.682","371.157",0.009,0.022,-0.013
"Non-CDHP","Outpatient","Radiology",2016,"201.2","32.01","539.075","373.232",0.035,0.029,0.006
"Non-CDHP","Outpatient","Radiology",2017,"208.915","33.043","615.256","339.559",0.038,0.141,-0.09
"Non-CDHP","Outpatient","All Outpatient Visits",2014,"877.75","112.22","2,713.57","323.467",0,0,0
"Non-CDHP","Outpatient","All Outpatient Visits",2015,"915.338","117.864","2,834.76","322.898",0.043,0.045,-0.002
"Non-CDHP","Outpatient","All Outpatient Visits",2016,"970.551","128.457","2,964.89","327.349",0.06,0.046,0.014
"Non-CDHP","Outpatient","All Outpatient Visits",2017,"1,023.15","135.295","3,146.65","325.156",0.054,0.061,-0.007
"Non-CDHP","Outpatient","ER",2014,"310.244","49.954","1,689.78","183.6",0,0,0
"Non-CDHP","Outpatient","ER",2015,"336.273","55.045","1,783.67","188.529",0.084,0.056,0.027
"Non-CDHP","Outpatient","ER",2016,"364.42","61.954","1,873.92","194.469",0.084,0.051,0.032
"Non-CDHP","Outpatient","ER",2017,"390.265","67.156","1,973.62","197.741",0.071,0.053,0.017
"Non-CDHP","Outpatient","Observation",2014,"40.47","3.405","2,031.60","19.92",0,0,0
"Non-CDHP","Outpatient","Observation",2015,"40.912","3.471","2,119.05","19.307",0.011,0.043,-0.031
"Non-CDHP","Outpatient","Observation",2016,"42.149","3.725","2,161.35","19.501",0.03,0.02,0.01
"Non-CDHP","Outpatient","Observation",2017,"47.222","4.036","2,360.04","20.009",0.12,0.092,0.026
"Non-CDHP","Outpatient","Surgery",2014,"527.036","58.861","4,393.91","119.947",0,0,0
"Non-CDHP","Outpatient","Surgery",2015,"538.153","59.348","4,528.30","118.842",0.021,0.031,-0.009
"Non-CDHP","Outpatient","Surgery",2016,"563.982","62.779","4,706.15","119.84",0.048,0.039,0.008
"Non-CDHP","Outpatient","Surgery",2017,"585.666","64.104","4,964.11","117.98",0.038,0.055,-0.016
"Non-CDHP","Professional","Administered Drugs",2014,"180.256","6.093","462.706","389.57",0,0,0
"Non-CDHP","Professional","Administered Drugs",2015,"200.447","6.544","541.768","369.987",0.112,0.171,-0.05
"Non-CDHP","Professional","Administered Drugs",2016,"224.656","7.256","615.991","364.706",0.121,0.137,-0.014
"Non-CDHP","Professional","Administered Drugs",2017,"251.025","8.289","701.627","357.776",0.117,0.139,-0.019
"Non-CDHP","Professional","Administration of Drugs",2014,"31.726","2.137","51.007","621.992",0,0,0
"Non-CDHP","Professional","Administration of Drugs",2015,"34.026","2.158","53.31","638.273",0.073,0.045,0.026
"Non-CDHP","Professional","Administration of Drugs",2016,"34.917","2.279","53.912","647.676",0.026,0.011,0.015
"Non-CDHP","Professional","Administration of Drugs",2017,"41.302","2.421","63.611","649.302",0.183,0.18,0.003
"Non-CDHP","Professional","All Professional Services",2014,"1,763.02","307.311","102.054","17,275.41",0,0,0
"Non-CDHP","Professional","All Professional Services",2015,"1,827.81","317.384","104.912","17,422.42",0.037,0.028,0.009
"Non-CDHP","Professional","All Professional Services",2016,"1,890.96","329.594","107.837","17,535.31",0.035,0.028,0.006
"Non-CDHP","Professional","All Professional Services",2017,"1,978.09","335.679","111.946","17,669.99",0.046,0.038,0.008
"Non-CDHP","Professional","Anesthesia",2014,"103.875","13.569","737.061","140.931",0,0,0
"Non-CDHP","Professional","Anesthesia",2015,"106.776","13.822","752.984","141.804",0.028,0.022,0.006
"Non-CDHP","Professional","Anesthesia",2016,"109.537","13.952","760.671","144",0.026,0.01,0.015
"Non-CDHP","Professional","Anesthesia",2017,"111.602","14.382","766.741","145.554",0.019,0.008,0.011
"Non-CDHP","Professional","ER",2014,"76.3","7.705","389.326","195.981",0,0,0
"Non-CDHP","Professional","ER",2015,"83.391","8.782","410.064","203.361",0.093,0.053,0.038
"Non-CDHP","Professional","ER",2016,"87.739","10.022","418.66","209.571",0.052,0.021,0.031
"Non-CDHP","Professional","ER",2017,"90.474","10.403","421.306","214.748",0.031,0.006,0.025
"Non-CDHP","Professional","Immunizations",2014,"32.456","0.431","65.256","497.368",0,0,0
"Non-CDHP","Professional","Immunizations",2015,"34.535","0.414","67.335","512.886",0.064,0.032,0.031
"Non-CDHP","Professional","Immunizations",2016,"38.014","0.432","68.618","554.003",0.101,0.019,0.08
"Non-CDHP","Professional","Immunizations",2017,"38.257","0.404","71.128","537.86",0.006,0.037,-0.029
"Non-CDHP","Professional","Lab",2014,"157.401","34.438","31.625","4,977.07",0,0,0
"Non-CDHP","Professional","Lab",2015,"160.419","35.445","31.364","5,114.68",0.019,-0.008,0.028
"Non-CDHP","Professional","Lab",2016,"146.535","32.651","29.745","4,926.34",-0.087,-0.052,-0.037
"Non-CDHP","Professional","Lab",2017,"147.848","32.377","29.374","5,033.38",0.009,-0.012,0.022
"Non-CDHP","Professional","Office Visits",2014,"362.516","93.906","104.898","3,455.88",0,0,0
"Non-CDHP","Professional","Office Visits",2015,"376.463","96.025","108.124","3,481.79",0.038,0.031,0.007
"Non-CDHP","Professional","Office Visits",2016,"390.809","99.75","111.029","3,519.89",0.038,0.027,0.011
"Non-CDHP","Professional","Office Visits",2017,"405.282","101.011","113.498","3,570.84",0.037,0.022,0.014
"Non-CDHP","Professional","Other Services",2014,"258.951","34.809","97.905","2,644.92",0,0,0
"Non-CDHP","Professional","Other Services",2015,"265.21","36.329","98.014","2,705.83",0.024,0.001,0.023
"Non-CDHP","Professional","Other Services",2016,"282.665","41.141","101.518","2,784.39",0.066,0.036,0.029
"Non-CDHP","Professional","Other Services",2017,"302.55","42.117","103.495","2,923.32",0.07,0.019,0.05
"Non-CDHP","Professional","Physical Medicine",2014,"78.001","28.256","40.55","1,923.54",0,0,0
"Non-CDHP","Professional","Physical Medicine",2015,"79.229","28.557","41.139","1,925.88",0.016,0.015,0.001
"Non-CDHP","Professional","Physical Medicine",2016,"80.139","28.731","43.342","1,849.00",0.011,0.054,-0.04
"Non-CDHP","Professional","Physical Medicine",2017,"80.364","28.686","44.355","1,811.85",0.003,0.023,-0.02
"Non-CDHP","Professional","Psychiatry",2014,"46.126","15.869","94.8","486.56",0,0,0
"Non-CDHP","Professional","Psychiatry",2015,"49.55","16.449","97.047","510.579",0.074,0.024,0.049
"Non-CDHP","Professional","Psychiatry",2016,"54.152","17.587","99.309","545.291",0.093,0.023,0.068
"Non-CDHP","Professional","Psychiatry",2017,"58.89","18.378","100.746","584.543",0.087,0.014,0.072
"Non-CDHP","Professional","Radiology",2014,"152.611","26.142","121.975","1,251.17",0,0,0
"Non-CDHP","Professional","Radiology",2015,"154.67","27.333","124.611","1,241.22",0.013,0.022,-0.008
"Non-CDHP","Professional","Radiology",2016,"155.356","28.465","126.216","1,230.88",0.004,0.013,-0.008
"Non-CDHP","Professional","Radiology",2017,"161.725","29.054","141.253","1,144.93",0.041,0.119,-0.07
"Non-CDHP","Professional","Surgical",2014,"282.798","43.957","409.595","690.433",0,0,0
"Non-CDHP","Professional","Surgical",2015,"283.098","45.526","415.775","680.892",0.001,0.015,-0.014
"Non-CDHP","Professional","Surgical",2016,"286.439","47.328","421.68","679.279",0.012,0.014,-0.002
"Non-CDHP","Professional","Surgical",2017,"288.764","48.157","431.144","669.762",0.008,0.022,-0.014
"Non-CDHP","Prescription Drugs","All Prescription Drugs",2014,"940.592","153.837","95.383","9,861.23",0,0,0
"Non-CDHP","Prescription Drugs","All Prescription Drugs",2015,"1,027.71","145.965","104.283","9,855.00",0.093,0.093,-0.001
"Non-CDHP","Prescription Drugs","All Prescription Drugs",2016,"1,089.77","145.08","109.767","9,928.10",0.06,0.053,0.007
"Non-CDHP","Prescription Drugs","All Prescription Drugs",2017,"1,141.34","142.988","110.501","10,328.78",0.047,0.007,0.04
"Non-CDHP","Prescription Drugs","All Prescription Drugs",2014,"672.385","69.623","389.46","1,726.45",0,0,0
"Non-CDHP","Prescription Drugs","All Prescription Drugs",2015,"757.809","63.818","478.696","1,583.07",0.127,0.229,-0.083
"Non-CDHP","Prescription Drugs","All Prescription Drugs",2016,"813.473","61.862","549.059","1,481.58",0.073,0.147,-0.064
"Non-CDHP","Prescription Drugs","All Prescription Drugs",2017,"865.271","60.469","642.253","1,347.24",0.064,0.17,-0.091
"Non-CDHP","Prescription Drugs","All Prescription Drugs",2014,"240.854","80.782","30.363","7,932.35",0,0,0
"Non-CDHP","Prescription Drugs","All Prescription Drugs",2015,"247.917","79.163","30.718","8,070.67",0.029,0.012,0.017
"Non-CDHP","Prescription Drugs","All Prescription Drugs",2016,"262.957","80.768","31.835","8,259.95",0.061,0.036,0.023
"Non-CDHP","Prescription Drugs","All Prescription Drugs",2017,"262.702","80.189","29.891","8,788.71",-0.001,-0.061,0.064
"Non-CDHP","Prescription Drugs","All Prescription Drugs",2014,"27.353","3.432","135.13","202.419",0,0,0
"Non-CDHP","Prescription Drugs","All Prescription Drugs",2015,"21.984","2.983","109.226","201.267",-0.196,-0.192,-0.006
"Non-CDHP","Prescription Drugs","All Prescription Drugs",2016,"13.344","2.451","71.521","186.569",-0.393,-0.345,-0.073
"Non-CDHP","Prescription Drugs","All Prescription Drugs",2017,"13.367","2.329","69.322","192.83",0.002,-0.031,0.034
"Non-CDHP","Prescription Drugs","Anti-Infectives",2014,"114.388","13.638","270.706","422.553",0,0,0
"Non-CDHP","Prescription Drugs","Anti-Infectives",2015,"139.022","13.751","331.064","419.924",0.215,0.223,-0.006
"Non-CDHP","Prescription Drugs","Anti-Infectives",2016,"127.974","13.191","312.274","409.813",-0.079,-0.057,-0.024
"Non-CDHP","Prescription Drugs","Anti-Infectives",2017,"125.721","13.005","301.569","416.888",-0.018,-0.034,0.017
"Non-CDHP","Prescription Drugs","Anti-Infectives",2014,"90.167","4.301","1,747.26","51.605",0,0,0
"Non-CDHP","Prescription Drugs","Anti-Infectives",2015,"113.569","4.261","2,353.94","48.247",0.26,0.347,-0.065
"Non-CDHP","Prescription Drugs","Anti-Infectives",2016,"102.682","3.806","2,277.57","45.084",-0.096,-0.032,-0.066
"Non-CDHP","Prescription Drugs","Anti-Infectives",2017,"98.76","3.552","2,306.15","42.825",-0.038,0.013,-0.05
"Non-CDHP","Prescription Drugs","Anti-Infectives",2014,"23.782","9.311","64.181","370.542",0,0,0
"Non-CDHP","Prescription Drugs","Anti-Infectives",2015,"25.223","9.479","67.902","371.458",0.061,0.058,0.002
"Non-CDHP","Prescription Drugs","Anti-Infectives",2016,"25.275","9.382","69.312","364.65",0.002,0.021,-0.018
"Non-CDHP","Prescription Drugs","Anti-Infectives",2017,"26.954","9.451","72.069","374.003",0.066,0.04,0.026
"Non-CDHP","Prescription Drugs","Anti-Infectives",2014,"0.439","0.026","1,079.61","0.406",0,0,0
"Non-CDHP","Prescription Drugs","Anti-Infectives",2015,"0.23","0.012","1,045.76","0.22",-0.477,-0.031,-0.46
"Non-CDHP","Prescription Drugs","Anti-Infectives",2016,"0.018","0.003","221.339","0.079",-0.924,-0.788,-0.64
"Non-CDHP","Prescription Drugs","Anti-Infectives",2017,"0.007","0.002","110.635","0.061",-0.616,-0.5,-0.232
"Non-CDHP","Prescription Drugs","Antihistamines",2014,"1.425","0.492","40.908","34.823",0,0,0
"Non-CDHP","Prescription Drugs","Antihistamines",2015,"1.03","0.448","29.587","34.827",-0.277,-0.277,0
"Non-CDHP","Prescription Drugs","Antihistamines",2016,"0.897","0.467","23.221","38.633",-0.129,-0.215,0.109
"Non-CDHP","Prescription Drugs","Antihistamines",2017,"0.841","0.402","22.16","37.945",-0.063,-0.046,-0.018
"Non-CDHP","Prescription Drugs","Antihistamines",2014,"0.143","0.051","104.377","1.374",0,0,0
"Non-CDHP","Prescription Drugs","Antihistamines",2015,"0.115","0.04","106.277","1.079",-0.2,0.018,-0.215
"Non-CDHP","Prescription Drugs","Antihistamines",2016,"0.12","0.038","106.347","1.128",0.046,0.001,0.046
"Non-CDHP","Prescription Drugs","Antihistamines",2017,"0.105","0.032","95.266","1.1",-0.126,-0.104,-0.025
"Non-CDHP","Prescription Drugs","Antihistamines",2014,"0.883","0.432","26.518","33.317",0,0,0
"Non-CDHP","Prescription Drugs","Antihistamines",2015,"0.794","0.404","23.563","33.679",-0.102,-0.111,0.011
"Non-CDHP","Prescription Drugs","Antihistamines",2016,"0.775","0.428","20.674","37.491",-0.023,-0.123,0.113
"Non-CDHP","Prescription Drugs","Antihistamines",2017,"0.735","0.37","19.966","36.836",-0.051,-0.034,-0.017
"Non-CDHP","Prescription Drugs","Antihistamines",2014,"0.398","0.01","2,991.85","0.133",0,0,0
"Non-CDHP","Prescription Drugs","Antihistamines",2015,"0.122","0.004","1,775.28","0.069",-0.693,-0.407,-0.482
"Non-CDHP","Prescription Drugs","Antihistamines",2016,"0.002","0.001","146.456","0.014",-0.984,-0.918,-0.803
"Non-CDHP","Prescription Drugs","Antihistamines",2017,"0.001","0","64.496","0.008",-0.739,-0.56,-0.408
"Non-CDHP","Prescription Drugs","Autonomic",2014,"24.416","6.513","81.738","298.706",0,0,0
"Non-CDHP","Prescription Drugs","Autonomic",2015,"27.91","6.33","91.066","306.484",0.143,0.114,0.026
"Non-CDHP","Prescription Drugs","Autonomic",2016,"30.068","6.545","98.501","305.258",0.077,0.082,-0.004
"Non-CDHP","Prescription Drugs","Autonomic",2017,"29.38","6.956","93.084","315.631",-0.023,-0.055,0.034
"Non-CDHP","Prescription Drugs","Autonomic",2014,"12.99","3.807","110.585","117.462",0,0,0
"Non-CDHP","Prescription Drugs","Autonomic",2015,"14.778","3.661","122.401","120.735",0.138,0.107,0.028
"Non-CDHP","Prescription Drugs","Autonomic",2016,"14.69","3.812","126.006","116.583",-0.006,0.029,-0.034
"Non-CDHP","Prescription Drugs","Autonomic",2017,"17.812","4.552","149.01","119.537",0.213,0.183,0.025
"Non-CDHP","Prescription Drugs","Autonomic",2014,"10.794","2.665","59.797","180.51",0,0,0
"Non-CDHP","Prescription Drugs","Autonomic",2015,"12.909","2.654","69.6","185.48",0.196,0.164,0.028
"Non-CDHP","Prescription Drugs","Autonomic",2016,"15.366","2.731","81.46","188.631",0.19,0.17,0.017
"Non-CDHP","Prescription Drugs","Autonomic",2017,"11.566","2.404","58.99","196.069",-0.247,-0.276,0.039
"Non-CDHP","Prescription Drugs","Autonomic",2014,"0.632","0.041","862.336","0.733",0,0,0
"Non-CDHP","Prescription Drugs","Autonomic",2015,"0.223","0.015","825.079","0.27",-0.647,-0.043,-0.632
"Non-CDHP","Prescription Drugs","Autonomic",2016,"0.012","0.002","275.581","0.044",-0.946,-0.666,-0.837
"Non-CDHP","Prescription Drugs","Autonomic",2017,"0.002","0.001","77.778","0.025",-0.841,-0.718,-0.436
"Non-CDHP","Prescription Drugs","Bio Response Modifiers",2014,"47.395","0.938","5,204.35","9.107",0,0,0
"Non-CDHP","Prescription Drugs","Bio Response Modifiers",2015,"53.42","0.999","5,723.19","9.334",0.127,0.1,0.025
"Non-CDHP","Prescription Drugs","Bio Response Modifiers",2016,"56.756","0.999","6,306.81","8.999",0.062,0.102,-0.036
"Non-CDHP","Prescription Drugs","Bio Response Modifiers",2017,"60.267","1.056","6,812.67","8.846",0.062,0.08,-0.017
"Non-CDHP","Prescription Drugs","Bio Response Modifiers",2014,"47.395","0.938","5,204.35","9.107",0,0,0
"Non-CDHP","Prescription Drugs","Bio Response Modifiers",2015,"52.797","0.996","5,743.50","9.192",0.114,0.104,0.009
"Non-CDHP","Prescription Drugs","Bio Response Modifiers",2016,"55.729","0.99","6,361.00","8.761",0.056,0.108,-0.047
"Non-CDHP","Prescription Drugs","Bio Response Modifiers",2017,"59.269","1.043","6,876.78","8.619",0.064,0.081,-0.016
"Non-CDHP","Prescription Drugs","Bio Response Modifiers",2015,"0.623","0.003","4,403.84","0.142",0,0,0
"Non-CDHP","Prescription Drugs","Bio Response Modifiers",2016,"1.027","0.009","4,312.39","0.238",0.647,-0.021,0.682
"Non-CDHP","Prescription Drugs","Bio Response Modifiers",2017,"0.999","0.013","4,385.73","0.228",-0.027,0.017,-0.044
"Non-CDHP","Prescription Drugs","Blood",2014,"21.805","1.676","214.34","101.73",0,0,0
"Non-CDHP","Prescription Drugs","Blood",2015,"25.957","1.684","255.57","101.565",0.19,0.192,-0.002
"Non-CDHP","Prescription Drugs","Blood",2016,"29.674","1.926","289.047","102.66",0.143,0.131,0.011
"Non-CDHP","Prescription Drugs","Blood",2017,"31.71","2.238","294.852","107.547",0.069,0.02,0.048
"Non-CDHP","Prescription Drugs","Blood",2014,"17.879","0.912","766.519","23.325",0,0,0
"Non-CDHP","Prescription Drugs","Blood",2015,"22.855","1.054","823.695","27.747",0.278,0.075,0.19
"Non-CDHP","Prescription Drugs","Blood",2016,"26.356","1.319","803.844","32.787",0.153,-0.024,0.182
"Non-CDHP","Prescription Drugs","Blood",2017,"28.27","1.665","736.293","38.394",0.073,-0.084,0.171
"Non-CDHP","Prescription Drugs","Blood",2014,"3.81","0.76","48.614","78.369",0,0,0
"Non-CDHP","Prescription Drugs","Blood",2015,"3.065","0.629","41.524","73.805",-0.196,-0.146,-0.058
"Non-CDHP","Prescription Drugs","Blood",2016,"3.311","0.607","47.388","69.87",0.08,0.141,-0.053
"Non-CDHP","Prescription Drugs","Blood",2017,"3.428","0.574","49.568","69.15",0.035,0.046,-0.01
"Non-CDHP","Prescription Drugs","Blood",2014,"0.116","0.004","3,228.62","0.036",0,0,0
"Non-CDHP","Prescription Drugs","Blood",2015,"0.037","0.001","2,967.88","0.012",-0.683,-0.081,-0.655
"Non-CDHP","Prescription Drugs","Blood",2016,"0.007","0","2,650.23","0.003",-0.817,-0.107,-0.795
"Non-CDHP","Prescription Drugs","Blood",2017,"0.013","0","5,199.72","0.003",0.96,0.962,-0.001
"Non-CDHP","Prescription Drugs","Cardiovascular",2014,"90.605","28.175","35.823","2,529.26",0,0,0
"Non-CDHP","Prescription Drugs","Cardiovascular",2015,"83.992","25.532","33.28","2,523.77",-0.073,-0.071,-0.002
"Non-CDHP","Prescription Drugs","Cardiovascular",2016,"80.218","24.538","31.567","2,541.24",-0.045,-0.051,0.007
"Non-CDHP","Prescription Drugs","Cardiovascular",2017,"67.016","22.555","25.347","2,643.97",-0.165,-0.197,0.04
"Non-CDHP","Prescription Drugs","Cardiovascular",2014,"53.656","11.061","179.053","299.663",0,0,0
"Non-CDHP","Prescription Drugs","Cardiovascular",2015,"51.241","9.288","207.08","247.444",-0.045,0.157,-0.174
"Non-CDHP","Prescription Drugs","Cardiovascular",2016,"45.657","7.764","242.633","188.174",-0.109,0.172,-0.24
"Non-CDHP","Prescription Drugs","Cardiovascular",2017,"28.09","4.793","287.005","97.872",-0.385,0.183,-0.48
"Non-CDHP","Prescription Drugs","Cardiovascular",2014,"36.739","17.088","16.482","2,229.10",0,0,0
"Non-CDHP","Prescription Drugs","Cardiovascular",2015,"32.603","16.233","14.324","2,276.07",-0.113,-0.131,0.021
"Non-CDHP","Prescription Drugs","Cardiovascular",2016,"34.521","16.771","14.671","2,352.96",0.059,0.024,0.034
"Non-CDHP","Prescription Drugs","Cardiovascular",2017,"38.897","17.759","15.278","2,545.98",0.127,0.041,0.082
"Non-CDHP","Prescription Drugs","Cardiovascular",2014,"0.211","0.025","416.642","0.505",0,0,0
"Non-CDHP","Prescription Drugs","Cardiovascular",2015,"0.149","0.011","563.68","0.264",-0.293,0.353,-0.478
"Non-CDHP","Prescription Drugs","Cardiovascular",2016,"0.04","0.003","395.14","0.102",-0.73,-0.299,-0.615
"Non-CDHP","Prescription Drugs","Cardiovascular",2017,"0.029","0.003","241.299","0.119",-0.283,-0.389,0.175
"Non-CDHP","Prescription Drugs","Central Nervous System",2014,"184.474","37.876","73.784","2,500.20",0,0,0
"Non-CDHP","Prescription Drugs","Central Nervous System",2015,"175.272","35.519","69.607","2,518.01",-0.05,-0.057,0.007
"Non-CDHP","Prescription Drugs","Central Nervous System",2016,"177.527","35.614","69.134","2,567.88",0.013,-0.007,0.02
"Non-CDHP","Prescription Drugs","Central Nervous System",2017,"171.841","34.498","64.077","2,681.82",-0.032,-0.073,0.044
"Non-CDHP","Prescription Drugs","Central Nervous System",2014,"102.8","12.923","372.053","276.305",0,0,0
"Non-CDHP","Prescription Drugs","Central Nervous System",2015,"98.398","11.335","408.491","240.883",-0.043,0.098,-0.128
"Non-CDHP","Prescription Drugs","Central Nervous System",2016,"100.458","11.113","435.371","230.74",0.021,0.066,-0.042
"Non-CDHP","Prescription Drugs","Central Nervous System",2017,"98.425","10.83","458.901","214.479",-0.02,0.054,-0.07
"Non-CDHP","Prescription Drugs","Central Nervous System",2014,"75.298","24.667","33.917","2,220.05",0,0,0
"Non-CDHP","Prescription Drugs","Central Nervous System",2015,"74.804","24.102","32.868","2,275.90",-0.007,-0.031,0.025
"Non-CDHP","Prescription Drugs","Central Nervous System",2016,"76.922","24.491","32.917","2,336.84",0.028,0.001,0.027
"Non-CDHP","Prescription Drugs","Central Nervous System",2017,"73.303","23.662","29.712","2,467.08",-0.047,-0.097,0.056
"Non-CDHP","Prescription Drugs","Central Nervous System",2014,"6.377","0.286","1,659.85","3.842",0,0,0
"Non-CDHP","Prescription Drugs","Central Nervous System",2015,"2.069","0.082","1,677.75","1.233",-0.675,0.011,-0.679
"Non-CDHP","Prescription Drugs","Central Nervous System",2016,"0.147","0.011","494.67","0.297",-0.929,-0.705,-0.759
"Non-CDHP","Prescription Drugs","Central Nervous System",2017,"0.114","0.006","446.008","0.255",-0.226,-0.098,-0.141
"Non-CDHP","Prescription Drugs","Chemotherapy",2014,"34.014","0.869","636.83","53.411",0,0,0
"Non-CDHP","Prescription Drugs","Chemotherapy",2015,"40.034","0.766","737.168","54.307",0.177,0.158,0.017
"Non-CDHP","Prescription Drugs","Chemotherapy",2016,"48.363","0.861","853.289","56.679",0.208,0.158,0.044
"Non-CDHP","Prescription Drugs","Chemotherapy",2017,"56.573","0.785","1,073.84","52.683",0.17,0.258,-0.07
"Non-CDHP","Prescription Drugs","Chemotherapy",2014,"29.117","0.35","7,099.06","4.101",0,0,0
"Non-CDHP","Prescription Drugs","Chemotherapy",2015,"34.764","0.306","8,223.59","4.227",0.194,0.158,0.031
"Non-CDHP","Prescription Drugs","Chemotherapy",2016,"42.826","0.385","8,555.15","5.006",0.232,0.04,0.184
"Non-CDHP","Prescription Drugs","Chemotherapy",2017,"49.007","0.375","9,372.56","5.229",0.144,0.096,0.045
"Non-CDHP","Prescription Drugs","Chemotherapy",2014,"4.815","0.516","97.79","49.234",0,0,0
"Non-CDHP","Prescription Drugs","Chemotherapy",2015,"5.229","0.458","104.509","50.029",0.086,0.069,0.016
"Non-CDHP","Prescription Drugs","Chemotherapy",2016,"5.534","0.476","107.121","51.662",0.058,0.025,0.033
