"Year","cbsa_title","state","geo_level","metric_type","moment","service_category","service","index_name","index_value","index_change"
2015,"State-DE","DE","State","Index","Mean","Overall","Basket","Spending",0.080330722,0.075887829
2016,"State-DE","DE","State","Index","Mean","Overall","Basket","Spending",0.10313166,0.13408555
2017,"State-DE","DE","State","Index","Mean","Overall","Basket","Spending",0.029343156,0.1182687
2014,"State-FL","FL","State","Index","Mean","Overall","Basket","Spending",-0.014026599,0.0073461891
2015,"State-FL","FL","State","Index","Mean","Overall","Basket","Spending",-0.012225274,0.040412992
2016,"State-FL","FL","State","Index","Mean","Overall","Basket","Spending",-0.002287688,0.084829263
2017,"State-FL","FL","State","Index","Mean","Overall","Basket","Spending",-0.011076058,0.13628289
2014,"State-GA","GA","State","Index","Mean","Overall","Basket","Spending",-0.066452451,-0.045270644
2015,"State-GA","GA","State","Index","Mean","Overall","Basket","Spending",-0.035501879,0.016903
2016,"State-GA","GA","State","Index","Mean","Overall","Basket","Spending",-0.043429311,0.041126288
2017,"State-GA","GA","State","Index","Mean","Overall","Basket","Spending",-0.019538272,0.12767644
2014,"State-IA","IA","State","Index","Mean","Overall","Basket","Spending",-0.10128669,0.012088352
2015,"State-IA","IA","State","Index","Mean","Overall","Basket","Spending",-0.10078814,0.043983392
2016,"State-IA","IA","State","Index","Mean","Overall","Basket","Spending",-0.096996009,0.082254589
2017,"State-IA","IA","State","Index","Mean","Overall","Basket","Spending",-0.091369174,0.15078647
2014,"State-IL","IL","State","Index","Mean","Overall","Basket","Spending",0.023850504,0.015316581
2015,"State-IL","IL","State","Index","Mean","Overall","Basket","Spending",0.0063190502,0.028809423
2016,"State-IL","IL","State","Index","Mean","Overall","Basket","Spending",-0.040789943,0.012327803
2017,"State-IL","IL","State","Index","Mean","Overall","Basket","Spending",-0.026429087,0.085781783
2014,"State-IN","IN","State","Index","Mean","Overall","Basket","Spending",0.046032906,0.0096852602
2015,"State-IN","IN","State","Index","Mean","Overall","Basket","Spending",0.036521323,0.031461965
2016,"State-IN","IN","State","Index","Mean","Overall","Basket","Spending",0.027243657,0.055253129
2017,"State-IN","IN","State","Index","Mean","Overall","Basket","Spending",0.023186168,0.11072196
2014,"State-KS","KS","State","Index","Mean","Overall","Basket","Spending",-0.14322801,-0.0096079381
2015,"State-KS","KS","State","Index","Mean","Overall","Basket","Spending",-0.18527542,-0.029072011
2016,"State-KS","KS","State","Index","Mean","Overall","Basket","Spending",-0.15437637,0.040306985
2017,"State-KS","KS","State","Index","Mean","Overall","Basket","Spending",-0.16656469,0.08348728
2014,"State-KY","KY","State","Index","Mean","Overall","Basket","Spending",0.023696003,-0.023540229
2015,"State-KY","KY","State","Index","Mean","Overall","Basket","Spending",-0.071339883,-0.086782023
2016,"State-KY","KY","State","Index","Mean","Overall","Basket","Spending",-0.092459328,-0.078719333
2017,"State-KY","KY","State","Index","Mean","Overall","Basket","Spending",-0.071275562,-0.0037226649
2014,"State-LA","LA","State","Index","Mean","Overall","Basket","Spending",-0.026332103,0.0347533
2015,"State-LA","LA","State","Index","Mean","Overall","Basket","Spending",-0.032168966,0.060375836
2016,"State-LA","LA","State","Index","Mean","Overall","Basket","Spending",-0.032268208,0.094519466
2017,"State-LA","LA","State","Index","Mean","Overall","Basket","Spending",-0.055453673,0.12890984
2014,"State-MA","MA","State","Index","Mean","Overall","Basket","Spending",0.035650343,0.015814232
2015,"State-MA","MA","State","Index","Mean","Overall","Basket","Spending",0.026017847,0.037505396
2016,"State-MA","MA","State","Index","Mean","Overall","Basket","Spending",0.052062817,0.098209821
2017,"State-MA","MA","State","Index","Mean","Overall","Basket","Spending",0.044787984,0.15249577
2014,"State-MD","MD","State","Index","Mean","Overall","Basket","Spending",-0.14730656,0.0093959523
2015,"State-MD","MD","State","Index","Mean","Overall","Basket","Spending",-0.15450232,0.031847149
2016,"State-MD","MD","State","Index","Mean","Overall","Basket","Spending",-0.16071172,0.057358611
2017,"State-MD","MD","State","Index","Mean","Overall","Basket","Spending",-0.17807719,0.094232738
2014,"State-ME","ME","State","Index","Mean","Overall","Basket","Spending",0.13760108,0.03300935
2015,"State-ME","ME","State","Index","Mean","Overall","Basket","Spending",0.12511647,0.053285368
2016,"State-ME","ME","State","Index","Mean","Overall","Basket","Spending",0.13703898,0.098834097
2017,"State-ME","ME","State","Index","Mean","Overall","Basket","Spending",0.048873868,0.071143255
2014,"State-MN","MN","State","Index","Mean","Overall","Basket","Spending",0.054204244,-0.022152061
2015,"State-MN","MN","State","Index","Mean","Overall","Basket","Spending",0.031689934,-0.013425091
2016,"State-MN","MN","State","Index","Mean","Overall","Basket","Spending",0.057113886,0.04354421
2017,"State-MN","MN","State","Index","Mean","Overall","Basket","Spending",0.045966201,0.091124341
2014,"State-MO","MO","State","Index","Mean","Overall","Basket","Spending",-0.13380592,0.011960444
2015,"State-MO","MO","State","Index","Mean","Overall","Basket","Spending",-0.137908,0.038332015
2016,"State-MO","MO","State","Index","Mean","Overall","Basket","Spending",-0.16456954,0.038726334
2017,"State-MO","MO","State","Index","Mean","Overall","Basket","Spending",-0.17037486,0.09003453
2014,"State-MS","MS","State","Index","Mean","Overall","Basket","Spending",-0.094017588,0.012817821
2015,"State-MS","MS","State","Index","Mean","Overall","Basket","Spending",-0.09048117,0.048232384
2016,"State-MS","MS","State","Index","Mean","Overall","Basket","Spending",-0.066233464,0.11094456
2017,"State-MS","MS","State","Index","Mean","Overall","Basket","Spending",-0.068310685,0.17136626
2014,"State-NC","NC","State","Index","Mean","Overall","Basket","Spending",-0.003810446,0.00045358954
2015,"State-NC","NC","State","Index","Mean","Overall","Basket","Spending",0.015734363,0.051645618
2016,"State-NC","NC","State","Index","Mean","Overall","Basket","Spending",-0.0098575642,0.058266744
2017,"State-NC","NC","State","Index","Mean","Overall","Basket","Spending",-0.013409464,0.11429951
2014,"State-ND","ND","State","Index","Mean","Overall","Basket","Spending",-0.51961017,0.066786565
2015,"State-ND","ND","State","Index","Mean","Overall","Basket","Spending",-0.52441806,0.0887881
2016,"State-ND","ND","State","Index","Mean","Overall","Basket","Spending",0.096345596,1.5910375
2017,"State-ND","ND","State","Index","Mean","Overall","Basket","Spending",0.077531695,1.6910626
2014,"State-NE","NE","State","Index","Mean","Overall","Basket","Spending",0.0023463303,0.0054184343
2015,"State-NE","NE","State","Index","Mean","Overall","Basket","Spending",0.011400509,0.045891214
2016,"State-NE","NE","State","Index","Mean","Overall","Basket","Spending",-0.014545429,0.051981635
2017,"State-NE","NE","State","Index","Mean","Overall","Basket","Spending",-0.01742658,0.1084193
2014,"State-NH","NH","State","Index","Mean","Overall","Basket","Spending",0.26285782,-0.0020166228
2015,"State-NH","NH","State","Index","Mean","Overall","Basket","Spending",0.23664227,0.0075050825
2016,"State-NH","NH","State","Index","Mean","Overall","Basket","Spending",0.27152699,0.06939204
2017,"State-NH","NH","State","Index","Mean","Overall","Basket","Spending",0.26747647,0.12646781
2014,"State-NJ","NJ","State","Index","Mean","Overall","Basket","Spending",0.11038712,0.034810573
2015,"State-NJ","NJ","State","Index","Mean","Overall","Basket","Spending",0.12386012,0.079774365
2016,"State-NJ","NJ","State","Index","Mean","Overall","Basket","Spending",0.16045401,0.15095113
2017,"State-NJ","NJ","State","Index","Mean","Overall","Basket","Spending",0.14450471,0.19953813
2014,"State-NM","NM","State","Index","Mean","Overall","Basket","Spending",-0.02595525,0.039921537
2015,"State-NM","NM","State","Index","Mean","Overall","Basket","Spending",-0.06238687,0.03199989
2016,"State-NM","NM","State","Index","Mean","Overall","Basket","Spending",-0.053682018,0.075229734
2017,"State-NM","NM","State","Index","Mean","Overall","Basket","Spending",-0.055877317,0.13360074
2014,"State-NV","NV","State","Index","Mean","Overall","Basket","Spending",-0.15722595,0.022085374
2015,"State-NV","NV","State","Index","Mean","Overall","Basket","Spending",-0.15918347,0.05126347
2016,"State-NV","NV","State","Index","Mean","Overall","Basket","Spending",-0.13768965,0.11296661
2017,"State-NV","NV","State","Index","Mean","Overall","Basket","Spending",-0.1414659,0.17096415
2014,"State-NY","NY","State","Index","Mean","Overall","Basket","Spending",0.13420746,0.049110275
2015,"State-NY","NY","State","Index","Mean","Overall","Basket","Spending",0.18411054,0.12915926
2016,"State-NY","NY","State","Index","Mean","Overall","Basket","Spending",0.24344474,0.22404572
2017,"State-NY","NY","State","Index","Mean","Overall","Basket","Spending",0.24896494,0.29923859
2014,"State-OH","OH","State","Index","Mean","Overall","Basket","Spending",0.039589591,0.019480364
2015,"State-OH","OH","State","Index","Mean","Overall","Basket","Spending",0.040284973,0.051728338
2016,"State-OH","OH","State","Index","Mean","Overall","Basket","Spending",0.064553104,0.11103255
2017,"State-OH","OH","State","Index","Mean","Overall","Basket","Spending",0.051206477,0.15935116
2014,"State-OK","OK","State","Index","Mean","Overall","Basket","Spending",-0.096424446,0.0089629432
2015,"State-OK","OK","State","Index","Mean","Overall","Basket","Spending",-0.093953989,0.043026406
2016,"State-OK","OK","State","Index","Mean","Overall","Basket","Spending",-0.067055002,0.10868787
2017,"State-OK","OK","State","Index","Mean","Overall","Basket","Spending",-0.085696965,0.14818253
2014,"State-OR","OR","State","Index","Mean","Overall","Basket","Spending",-0.060385842,0.001462153
2015,"State-OR","OR","State","Index","Mean","Overall","Basket","Spending",-0.049917281,0.043952446
2016,"State-OR","OR","State","Index","Mean","Overall","Basket","Spending",-0.026742168,0.10396526
2017,"State-OR","OR","State","Index","Mean","Overall","Basket","Spending",-0.013734705,0.18219405
2014,"State-PA","PA","State","Index","Mean","Overall","Basket","Spending",-0.03320739,0.032539971
2015,"State-PA","PA","State","Index","Mean","Overall","Basket","Spending",-0.041803747,0.055023968
2016,"State-PA","PA","State","Index","Mean","Overall","Basket","Spending",-0.056470081,0.072436869
2017,"State-PA","PA","State","Index","Mean","Overall","Basket","Spending",-0.029642167,0.16550863
2014,"State-RI","RI","State","Index","Mean","Overall","Basket","Spending",0.057375491,-0.017472954
2015,"State-RI","RI","State","Index","Mean","Overall","Basket","Spending",0.052079089,0.0078548044
2016,"State-RI","RI","State","Index","Mean","Overall","Basket","Spending",0.060003031,0.048250049
2017,"State-RI","RI","State","Index","Mean","Overall","Basket","Spending",0.019754836,0.065665916
2014,"State-SC","SC","State","Index","Mean","Overall","Basket","Spending",0.12200815,0.013438801
2015,"State-SC","SC","State","Index","Mean","Overall","Basket","Spending",0.1213138,0.044150226
2016,"State-SC","SC","State","Index","Mean","Overall","Basket","Spending",0.10119251,0.058540005
2017,"State-SC","SC","State","Index","Mean","Overall","Basket","Spending",0.11279023,0.13038099
2014,"State-TN","TN","State","Index","Mean","Overall","Basket","Spending",-0.021674734,0.039684098
2015,"State-TN","TN","State","Index","Mean","Overall","Basket","Spending",-0.011526471,0.082972631
2016,"State-TN","TN","State","Index","Mean","Overall","Basket","Spending",-0.006496171,0.12364775
2017,"State-TN","TN","State","Index","Mean","Overall","Basket","Spending",-0.039751925,0.14765567
2014,"State-TX","TX","State","Index","Mean","Overall","Basket","Spending",0.048302315,0.015272224
2015,"State-TX","TX","State","Index","Mean","Overall","Basket","Spending",0.050794132,0.049174938
2016,"State-TX","TX","State","Index","Mean","Overall","Basket","Spending",0.090224564,0.12371049
2017,"State-TX","TX","State","Index","Mean","Overall","Basket","Spending",0.060714256,0.15532559
2014,"State-UT","UT","State","Index","Mean","Overall","Basket","Spending",-0.18197365,0.032856174
2015,"State-UT","UT","State","Index","Mean","Overall","Basket","Spending",-0.19611245,0.046410672
2016,"State-UT","UT","State","Index","Mean","Overall","Basket","Spending",-0.18255188,0.098437279
2017,"State-UT","UT","State","Index","Mean","Overall","Basket","Spending",-0.21351942,0.1167876
2014,"State-VA","VA","State","Index","Mean","Overall","Basket","Spending",0.027602237,0.037020687
2015,"State-VA","VA","State","Index","Mean","Overall","Basket","Spending",0.0092235273,0.049987316
2016,"State-VA","VA","State","Index","Mean","Overall","Basket","Spending",0.025033446,0.10088746
2017,"State-VA","VA","State","Index","Mean","Overall","Basket","Spending",0.0084917974,0.14457637
2014,"State-WA","WA","State","Index","Mean","Overall","Basket","Spending",0.029568221,0.0067056082
2015,"State-WA","WA","State","Index","Mean","Overall","Basket","Spending",0.014234141,0.022397766
2016,"State-WA","WA","State","Index","Mean","Overall","Basket","Spending",-0.0011296656,0.039438944
2017,"State-WA","WA","State","Index","Mean","Overall","Basket","Spending",-0.0050274553,0.094128884
2014,"State-WI","WI","State","Index","Mean","Overall","Basket","Spending",0.15563834,0.016448028
2015,"State-WI","WI","State","Index","Mean","Overall","Basket","Spending",0.14904815,0.041923363
2016,"State-WI","WI","State","Index","Mean","Overall","Basket","Spending",0.15857022,0.084496394
2017,"State-WI","WI","State","Index","Mean","Overall","Basket","Spending",0.11838769,0.10628149
2014,"State-AK","AK","State","Index","Mean","Professional","Basket","Spending",0.73013818,0.083128519
2015,"State-AK","AK","State","Index","Mean","Professional","Basket","Spending",0.76091444,0.11801121
2016,"State-AK","AK","State","Index","Mean","Professional","Basket","Spending",0.79775524,0.16239174
2017,"State-AK","AK","State","Index","Mean","Professional","Basket","Spending",0.672589,0.10873225
2014,"State-AR","AR","State","Index","Mean","Professional","Basket","Spending",-0.12802689,0.020132231
2015,"State-AR","AR","State","Index","Mean","Professional","Basket","Spending",-0.12717392,0.035594653
2016,"State-AR","AR","State","Index","Mean","Professional","Basket","Spending",-0.10709631,0.078898862
2017,"State-AR","AR","State","Index","Mean","Professional","Basket","Spending",-0.11807315,0.0925069
2014,"State-AZ","AZ","State","Index","Mean","Professional","Basket","Spending",-0.034536742,-0.028032238
2015,"State-AZ","AZ","State","Index","Mean","Professional","Basket","Spending",-0.037908234,-0.017706415
2016,"State-AZ","AZ","State","Index","Mean","Professional","Basket","Spending",-0.080142327,-0.043556131
2017,"State-AZ","AZ","State","Index","Mean","Professional","Basket","Spending",-0.079337835,-0.018580573
2014,"State-CA","CA","State","Index","Mean","Professional","Basket","Spending",-0.092241377,-0.0019279957
2015,"State-CA","CA","State","Index","Mean","Professional","Basket","Spending",-0.069376655,0.037705544
2016,"State-CA","CA","State","Index","Mean","Professional","Basket","Spending",-0.010084258,0.12411945
2017,"State-CA","CA","State","Index","Mean","Professional","Basket","Spending",0.026821947,0.19543201
2014,"State-CO","CO","State","Index","Mean","Professional","Basket","Spending",-0.015800836,-0.0087584658
2015,"State-CO","CO","State","Index","Mean","Professional","Basket","Spending",-0.029479539,-0.0086890664
2016,"State-CO","CO","State","Index","Mean","Professional","Basket","Spending",-0.034247469,0.0045813145
2017,"State-CO","CO","State","Index","Mean","Professional","Basket","Spending",-0.034352068,0.029801592
2014,"State-CT","CT","State","Index","Mean","Professional","Basket","Spending",0.27353665,0.01720419
2015,"State-CT","CT","State","Index","Mean","Professional","Basket","Spending",0.27553377,0.033230823
2016,"State-CT","CT","State","Index","Mean","Professional","Basket","Spending",0.31031591,0.08092472
2017,"State-CT","CT","State","Index","Mean","Professional","Basket","Spending",0.26237956,0.067640126
2014,"State-DC","DC","State","Index","Mean","Professional","Basket","Spending",0.19167492,0.032167055
2015,"State-DC","DC","State","Index","Mean","Professional","Basket","Spending",0.20080191,0.054805212
2016,"State-DC","DC","State","Index","Mean","Professional","Basket","Spending",0.21394169,0.085957341
2017,"State-DC","DC","State","Index","Mean","Professional","Basket","Spending",0.21582848,0.11507159
2014,"State-DE","DE","State","Index","Mean","Professional","Basket","Spending",-0.08365345,0.0069951965
2015,"State-DE","DE","State","Index","Mean","Professional","Basket","Spending",-0.057714805,0.050167851
2016,"State-DE","DE","State","Index","Mean","Professional","Basket","Spending",-0.069260716,0.056375783
2017,"State-DE","DE","State","Index","Mean","Professional","Basket","Spending",-0.094969347,0.053098954
2014,"State-FL","FL","State","Index","Mean","Professional","Basket","Spending",0.033983611,-0.010393315
2015,"State-FL","FL","State","Index","Mean","Professional","Basket","Spending",0.018673945,-0.011235499
2016,"State-FL","FL","State","Index","Mean","Professional","Basket","Spending",0.0078829443,-0.0037191003
2017,"State-FL","FL","State","Index","Mean","Professional","Basket","Spending",0.017416365,0.031064726
2014,"State-GA","GA","State","Index","Mean","Professional","Basket","Spending",0.072867021,-0.060307171
2015,"State-GA","GA","State","Index","Mean","Professional","Basket","Spending",0.10584369,-0.017703801
2016,"State-GA","GA","State","Index","Mean","Professional","Basket","Spending",0.085524082,-0.018020956
2017,"State-GA","GA","State","Index","Mean","Professional","Basket","Spending",0.1142609,0.033392139
2014,"State-IA","IA","State","Index","Mean","Professional","Basket","Spending",0.017210634,0.012856923
2015,"State-IA","IA","State","Index","Mean","Professional","Basket","Spending",0.043446992,0.053698353
2016,"State-IA","IA","State","Index","Mean","Professional","Basket","Spending",0.04625291,0.075961247
2017,"State-IA","IA","State","Index","Mean","Professional","Basket","Spending",0.072248496,0.13050087
2014,"State-IL","IL","State","Index","Mean","Professional","Basket","Spending",-0.017430296,0.005205451
2015,"State-IL","IL","State","Index","Mean","Professional","Basket","Spending",-0.013320913,0.023707986
2016,"State-IL","IL","State","Index","Mean","Professional","Basket","Spending",-0.050453495,0.0032991578
2017,"State-IL","IL","State","Index","Mean","Professional","Basket","Spending",-0.032976795,0.047530327
2014,"State-IN","IN","State","Index","Mean","Professional","Basket","Spending",-0.21322897,0.0052697305
2015,"State-IN","IN","State","Index","Mean","Professional","Basket","Spending",-0.21635067,0.01546441
2016,"State-IN","IN","State","Index","Mean","Professional","Basket","Spending",-0.21242532,0.03931867
2017,"State-IN","IN","State","Index","Mean","Professional","Basket","Spending",-0.22186874,0.052750241
2014,"State-KS","KS","State","Index","Mean","Professional","Basket","Spending",-0.14108513,-0.02897601
2015,"State-KS","KS","State","Index","Mean","Professional","Basket","Spending",-0.18543158,-0.066066168
2016,"State-KS","KS","State","Index","Mean","Professional","Basket","Spending",-0.14885996,-0.0061894455
2017,"State-KS","KS","State","Index","Mean","Professional","Basket","Spending",-0.15955785,0.0060647065
2014,"State-KY","KY","State","Index","Mean","Professional","Basket","Spending",-0.068153761,-0.02921634
2015,"State-KY","KY","State","Index","Mean","Professional","Basket","Spending",-0.11932598,-0.069530621
2016,"State-KY","KY","State","Index","Mean","Professional","Basket","Spending",-0.12873527,-0.062543601
2017,"State-KY","KY","State","Index","Mean","Professional","Basket","Spending",-0.11211284,-0.020568157
2014,"State-LA","LA","State","Index","Mean","Professional","Basket","Spending",-0.0068145087,0.0058368295
2015,"State-LA","LA","State","Index","Mean","Professional","Basket","Spending",0.02052911,0.04816889
2016,"State-LA","LA","State","Index","Mean","Professional","Basket","Spending",0.034729961,0.082298197
2017,"State-LA","LA","State","Index","Mean","Professional","Basket","Spending",0.032547757,0.10724967
2014,"State-MA","MA","State","Index","Mean","Professional","Basket","Spending",0.11918431,0.02420604
2015,"State-MA","MA","State","Index","Mean","Professional","Basket","Spending",0.14162852,0.059544571
2016,"State-MA","MA","State","Index","Mean","Professional","Basket","Spending",0.19540946,0.12986134
2017,"State-MA","MA","State","Index","Mean","Professional","Basket","Spending",0.22392455,0.1859834
2014,"State-MD","MD","State","Index","Mean","Professional","Basket","Spending",0.044461224,0.013295433
2015,"State-MD","MD","State","Index","Mean","Professional","Basket","Spending",0.058337282,0.04130166
2016,"State-MD","MD","State","Index","Mean","Professional","Basket","Spending",0.072613098,0.074755318
2017,"State-MD","MD","State","Index","Mean","Professional","Basket","Spending",0.077435531,0.10681058
2014,"State-ME","ME","State","Index","Mean","Professional","Basket","Spending",-0.035429198,0.012660586
2015,"State-ME","ME","State","Index","Mean","Professional","Basket","Spending",-0.02555269,0.037520912
2016,"State-ME","ME","State","Index","Mean","Professional","Basket","Spending",-0.02746781,0.054524135
2017,"State-ME","ME","State","Index","Mean","Professional","Basket","Spending",-0.045499682,0.0610702
2014,"State-MN","MN","State","Index","Mean","Professional","Basket","Spending",0.28589368,-0.00046232762
2015,"State-MN","MN","State","Index","Mean","Professional","Basket","Spending",0.29387054,0.019984625
2016,"State-MN","MN","State","Index","Mean","Professional","Basket","Spending",0.34341249,0.078515097
2017,"State-MN","MN","State","Index","Mean","Professional","Basket","Spending",0.35561198,0.1157522
2014,"State-MO","MO","State","Index","Mean","Professional","Basket","Spending",-0.14943662,-0.0055798208
2015,"State-MO","MO","State","Index","Mean","Professional","Basket","Spending",-0.14112973,0.01835575
2016,"State-MO","MO","State","Index","Mean","Professional","Basket","Spending",-0.20151928,-0.03583708
2017,"State-MO","MO","State","Index","Mean","Professional","Basket","Spending",-0.20026013,-0.0099656871
2014,"State-MS","MS","State","Index","Mean","Professional","Basket","Spending",-0.072188519,0.0058553354
2015,"State-MS","MS","State","Index","Mean","Professional","Basket","Spending",-0.053137105,0.04104998
2016,"State-MS","MS","State","Index","Mean","Professional","Basket","Spending",-0.040868707,0.073931508
2017,"State-MS","MS","State","Index","Mean","Professional","Basket","Spending",-0.04108905,0.10075914
2014,"State-NC","NC","State","Index","Mean","Professional","Basket","Spending",0.09249647,-0.0013813158
2015,"State-NC","NC","State","Index","Mean","Professional","Basket","Spending",0.11311677,0.031879708
2016,"State-NC","NC","State","Index","Mean","Professional","Basket","Spending",0.071916103,0.011959616
2017,"State-NC","NC","State","Index","Mean","Professional","Basket","Spending",0.087782636,0.052834269
2014,"State-ND","ND","State","Index","Mean","Professional","Basket","Spending",-0.53595096,0.066044174
2015,"State-ND","ND","State","Index","Mean","Professional","Basket","Spending",-0.52573258,0.10495181
2016,"State-ND","ND","State","Index","Mean","Professional","Basket","Spending",0.19085141,1.8254761
2017,"State-ND","ND","State","Index","Mean","Professional","Basket","Spending",0.20640603,1.9345604
2014,"State-NE","NE","State","Index","Mean","Professional","Basket","Spending",0.10305441,0.021866379
2015,"State-NE","NE","State","Index","Mean","Professional","Basket","Spending",0.12206428,0.054201454
2016,"State-NE","NE","State","Index","Mean","Professional","Basket","Spending",0.099054627,0.051572442
2017,"State-NE","NE","State","Index","Mean","Professional","Basket","Spending",0.10948289,0.088318542
2014,"State-NH","NH","State","Index","Mean","Professional","Basket","Spending",0.17895499,0.0028071844
2015,"State-NH","NH","State","Index","Mean","Professional","Basket","Spending",0.17918417,0.017209841
2016,"State-NH","NH","State","Index","Mean","Professional","Basket","Spending",0.22133546,0.072946139
2017,"State-NH","NH","State","Index","Mean","Professional","Basket","Spending",0.25944832,0.13432842
2014,"State-NJ","NJ","State","Index","Mean","Professional","Basket","Spending",0.2309448,0.02170166
2015,"State-NJ","NJ","State","Index","Mean","Professional","Basket","Spending",0.26794744,0.067322023
2016,"State-NJ","NJ","State","Index","Mean","Professional","Basket","Spending",0.3110486,0.12389842
2017,"State-NJ","NJ","State","Index","Mean","Professional","Basket","Spending",0.32984102,0.16875504
2014,"State-NM","NM","State","Index","Mean","Professional","Basket","Spending",-0.04814703,0.016926797
2015,"State-NM","NM","State","Index","Mean","Professional","Basket","Spending",-0.052899763,0.02618218
2016,"State-NM","NM","State","Index","Mean","Professional","Basket","Spending",-0.070349686,0.025798799
2017,"State-NM","NM","State","Index","Mean","Professional","Basket","Spending",-0.072574966,0.049148299
2014,"State-NV","NV","State","Index","Mean","Professional","Basket","Spending",-0.17481771,-0.02986934
2015,"State-NV","NV","State","Index","Mean","Professional","Basket","Spending",-0.18499278,-0.02825908
2016,"State-NV","NV","State","Index","Mean","Professional","Basket","Spending",-0.16888273,0.0091724405
2017,"State-NV","NV","State","Index","Mean","Professional","Basket","Spending",-0.16194327,0.043258652
2014,"State-NY","NY","State","Index","Mean","Professional","Basket","Spending",0.40162456,0.026391216
2015,"State-NY","NY","State","Index","Mean","Professional","Basket","Spending",0.4705776,0.092138879
2016,"State-NY","NY","State","Index","Mean","Professional","Basket","Spending",0.54984683,0.17217578
2017,"State-NY","NY","State","Index","Mean","Professional","Basket","Spending",0.53280956,0.18852322
2014,"State-OH","OH","State","Index","Mean","Professional","Basket","Spending",-0.090206869,0.0097621363
2015,"State-OH","OH","State","Index","Mean","Professional","Basket","Spending",-0.085015468,0.029909065
2016,"State-OH","OH","State","Index","Mean","Professional","Basket","Spending",-0.065548643,0.071163751
2017,"State-OH","OH","State","Index","Mean","Professional","Basket","Spending",-0.064197764,0.099762097
2014,"State-OK","OK","State","Index","Mean","Professional","Basket","Spending",-0.13103904,0.0019841206
2015,"State-OK","OK","State","Index","Mean","Professional","Basket","Spending",-0.12158076,0.027238095
2016,"State-OK","OK","State","Index","Mean","Professional","Basket","Spending",-0.12546451,0.041503537
2017,"State-OK","OK","State","Index","Mean","Professional","Basket","Spending",-0.13054366,0.061565015
2014,"State-OR","OR","State","Index","Mean","Professional","Basket","Spending",0.042785849,0.013055923
2015,"State-OR","OR","State","Index","Mean","Professional","Basket","Spending",0.0834658,0.067486033
2016,"State-OR","OR","State","Index","Mean","Professional","Basket","Spending",0.12514529,0.12893683
2017,"State-OR","OR","State","Index","Mean","Professional","Basket","Spending",0.15460572,0.18770953
2014,"State-PA","PA","State","Index","Mean","Professional","Basket","Spending",-0.17912121,0.028036242
2015,"State-PA","PA","State","Index","Mean","Professional","Basket","Spending",-0.14149955,0.090381876
2016,"State-PA","PA","State","Index","Mean","Professional","Basket","Spending",-0.14203766,0.10973775
2017,"State-PA","PA","State","Index","Mean","Professional","Basket","Spending",-0.11226628,0.17720027
2014,"State-RI","RI","State","Index","Mean","Professional","Basket","Spending",0.047971401,-0.01985427
2015,"State-RI","RI","State","Index","Mean","Professional","Basket","Spending",0.036708128,-0.016653843
2016,"State-RI","RI","State","Index","Mean","Professional","Basket","Spending",0.090793818,0.053674892
2017,"State-RI","RI","State","Index","Mean","Professional","Basket","Spending",0.095002331,0.084412485
2014,"State-SC","SC","State","Index","Mean","Professional","Basket","Spending",-0.02290001,-0.011837509
2015,"State-SC","SC","State","Index","Mean","Professional","Basket","Spending",-0.025114084,-0.00011085507
2016,"State-SC","SC","State","Index","Mean","Professional","Basket","Spending",-0.036840618,0.0060284394
2017,"State-SC","SC","State","Index","Mean","Professional","Basket","Spending",-0.022955278,0.046265833
2014,"State-TN","TN","State","Index","Mean","Professional","Basket","Spending",0.042150505,0.02177535
2015,"State-TN","TN","State","Index","Mean","Professional","Basket","Spending",0.062423762,0.056407448
2016,"State-TN","TN","State","Index","Mean","Professional","Basket","Spending",0.087584682,0.10131309
2017,"State-TN","TN","State","Index","Mean","Professional","Basket","Spending",0.081086077,0.12233756
2014,"State-TX","TX","State","Index","Mean","Professional","Basket","Spending",0.065499887,-0.00082869711
2015,"State-TX","TX","State","Index","Mean","Professional","Basket","Spending",0.060787614,0.0088432329
2016,"State-TX","TX","State","Index","Mean","Professional","Basket","Spending",0.071482547,0.037753928
2017,"State-TX","TX","State","Index","Mean","Professional","Basket","Spending",0.058159001,0.050692711
2014,"State-UT","UT","State","Index","Mean","Professional","Basket","Spending",-0.25420815,0.0019643812
2015,"State-UT","UT","State","Index","Mean","Professional","Basket","Spending",-0.24715292,0.025770288
2016,"State-UT","UT","State","Index","Mean","Professional","Basket","Spending",-0.24185365,0.05198713
2017,"State-UT","UT","State","Index","Mean","Professional","Basket","Spending",-0.23488629,0.088425905
2014,"State-VA","VA","State","Index","Mean","Professional","Basket","Spending",0.073872782,0.047255807
2015,"State-VA","VA","State","Index","Mean","Professional","Basket","Spending",0.07155735,0.059800357
2016,"State-VA","VA","State","Index","Mean","Professional","Basket","Spending",0.076185226,0.083951145
2017,"State-VA","VA","State","Index","Mean","Professional","Basket","Spending",0.075457439,0.11053286
2014,"State-WA","WA","State","Index","Mean","Professional","Basket","Spending",0.086530961,-0.010366227
2015,"State-WA","WA","State","Index","Mean","Professional","Basket","Spending",0.097065225,0.013382855
2016,"State-WA","WA","State","Index","Mean","Professional","Basket","Spending",0.10458592,0.039093543
2017,"State-WA","WA","State","Index","Mean","Professional","Basket","Spending",0.10194294,0.062746666
2014,"State-WI","WI","State","Index","Mean","Professional","Basket","Spending",0.27413866,0.010381455
